Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Phố Hồng Tiến, Phường Ngọc Lâm, Long Biên, Hà Nội",66,4,2.5,,,3,3,3,Have certificate,,4.9
"Dự án Bắc Vĩnh Hải, Đường Điện Biên Phủ, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",110,5,5,Đông - Nam,Tây - Bắc,2,2,2,Have certificate,,5.5
"Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",55.1,,6,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,6.9
"Đường Năm Châu, Phường 11, Tân Bình, Hồ Chí Minh",60,4,4,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Basic,5
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",55,4.2,3,,,5,9,9,Have certificate,Full,8.5
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",50,4,3,,,5,9,9,Have certificate,Full,7
"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",50,3.8,3,,,5,9,9,Have certificate,Full,8
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",50,4,4,,,5,9,9,Have certificate,Full,9.55
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",60,,,,,5,9,,Have certificate,Full,7.5
"Ngõ 322, đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",50,4,3.5,,,5,8,8,Have certificate,Full,6.5
"Đường Yên Hòa, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",55,4,3,,,5,9,9,Have certificate,Full,7.6
"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",55,4,3,,,5,9,9,Have certificate,Full,7.85
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",39,4,6,,,4,4,4,Have certificate,Full,7.4
"Đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",52,4,3,,,5,8,8,Have certificate,Full,7.6
"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",50,4.5,3,,,5,9,9,Have certificate,Full,8
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",60,3.8,3,Nam,,5,9,9,Have certificate,Full,9
"Đường Tân Thới Hiệp 29, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",70.3,4,6,Đông - Bắc,Đông - Bắc,2,2,3,Have certificate,Full,4.95
"Đường Lý Thái Tổ, Xã Đại Phước, Nhơn Trạch, Đồng Nai",92,5,5,Đông,,,,,Have certificate,,1.2
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",45,,,,,5,3,,Have certificate,,5.79
"Đường Số 39, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",71.3,6,4,,,2,3,2,,,6.3
"Dự án Vĩnh Điềm Trung, Đường B1, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",108,6,13,Bắc,Bắc,3,4,4,Have certificate,,7.5
"Đường Yên Bình, Phường Văn Quán, Hà Đông, Hà Nội",31,4.5,,,,5,3,4,Have certificate,Full,6.14
"Đường Cầu Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",40,,,,,5,3,,Have certificate,,5.6
"Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",48,43,8,,,4,4,3,Have certificate,,6.5
"Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",60,,,,,,,,Have certificate,,9.8
"Đường Trường Chinh, Phường Ngã Tư Sở, Đống Đa, Hà Nội",40,4.2,4,,,4,4,4,Have certificate,,9.2
"Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Biên Hòa, Đồng Nai",160,,,,,,,,,,6.3
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",100,5,8,,,3,5,5,Have certificate,Full,6.8
"Phường Ngọc Thụy, Long Biên, Hà Nội",46,,,,,5,3,3,Have certificate,,8.2
"Đường Bùi Thị Xuân, Phường 1, Tân Bình, Hồ Chí Minh",60,4,,Đông - Bắc,,,3,3,Have certificate,Full,6.2
"Đường  Phan Đăng Lưu, Phường 2, Bình Thạnh, Hồ Chí Minh",78,,,,,3,3,3,Have certificate,Full,2.65
"Đường Hùng Vương, Xã Phú Đông, Nhơn Trạch, Đồng Nai",100,5,4,,,,1,1,Have certificate,,1.55
"Đường Hoàng Hoa Thám, Phường 1, Phú Nhuận, Hồ Chí Minh",25,4,,,,3,3,3,Have certificate,Basic,4
"Đường Đoàn Văn Bơ, Phường 9, Quận 4, Hồ Chí Minh",70,7,5,,,4,3,3,Have certificate,Full,1.98
"Phường Phúc Đồng, Long Biên, Hà Nội",52,4.2,,,,,3,,Have certificate,,5.1
"Đường 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",94.1,4,5,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,6
"Phường Sài Đồng, Long Biên, Hà Nội",50,5,,,,,3,,,,6.5
"Đường Nguyễn Tư Nghiêm, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",227,7,2,,,,,,Have certificate,,9
"Đường Số 33, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",60,6,5,,,4,4,5,,,8
"Đường Thanh Lân, Phường Thanh Trì, Hoàng Mai, Hà Nội",33,3.5,,,,5,3,4,Have certificate,Full,4.5
"Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",39,4,3,,,3,4,2,Have certificate,Full,3.5
"Đường Nguyễn Thị Khắp, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",74.8,4,6,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Basic,3.15
"Đường Thanh Lân, Phường Thanh Trì, Hoàng Mai, Hà Nội",30,3.5,,,,5,3,4,Have certificate,Full,4.3
"Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận",123,5,,,,,,,,,5.3
"Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",45,6,2.5,,,4,3,3,Have certificate,Full,8.6
"Đường Tô Hiến Thành, Phường 3, Đà Lạt, Lâm Đồng",72,4,6,,,2,3,2,Have certificate,Basic,7.6
"Đường Tu Hoàng, Phường Phương Canh, Nam Từ Liêm, Hà Nội",50,4,12,,,7,5,5,Have certificate,Full,9.8
"Đường Trần Thánh Tông, Phường 15, Tân Bình, Hồ Chí Minh",95,,,,,3,3,2,Have certificate,,9.5
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",88.6,4.2,,Đông - Nam,,4,4,,,,8.8
"Đường Số 10, Phường Cát Lái, Quận 2, Hồ Chí Minh",75,5,,,,4,4,,Have certificate,,9.5
"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",32,4.8,5,,,5,3,5,Have certificate,Full,4.5
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",32,4,5,,,5,3,4,Have certificate,Full,5.5
"Đường Hậu Giang, Phường 5, Quận 6, Hồ Chí Minh",64,5,5,,,,,,,,7.5
"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",33,4,5,,,6,4,5,Have certificate,Full,5.85
"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",42,,,,,5,3,4,Have certificate,Full,5.85
"Dự án KN Paradise Cam Ranh, Đường Nguyễn Tất Thành, Phường Cam Nghĩa, Cam Ranh, Khánh Hòa",160,,,Đông - Nam,Đông - Bắc,3,4,2,Sale contract,,7
"Đường Lạc Long Quân, Phường 10, Tân Bình, Hồ Chí Minh",42,3.25,3,,,4,4,2,Have certificate,Basic,4.08
"47, Đường 5, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",73.3,,,,,2,3,2,,,7.2
"Đường Số 38, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",50.4,5,,,,2,4,4,Have certificate,,8.2
"34, Đường Nguyễn Tuyển, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",59.8,,,,,,,,,,7
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",32,4.2,5,,,6,3,4,Have certificate,Full,5.6
"Đường Lương Ngọc Quyến, Phường 5, Gò Vấp, Hồ Chí Minh",58,3.5,4,Đông - Nam,,2,2,2,Have certificate,,5.4
"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",86,5,8,,,,,,Have certificate,,9.6
"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",60,,5,,,2,2,2,Have certificate,Full,5.3
"Đường Lê Văn Thọ, Phường 11, Gò Vấp, Hồ Chí Minh",70,,,,,4,6,6,Have certificate,Full,5.98
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",116,,,,,2,3,2,Have certificate,Full,8
"Phường Vạn An, Bắc Ninh, Bắc Ninh",76.5,4.5,30,Đông - Bắc,,,,,Have certificate,,3.6
"Phố Thạch Cầu, Phường Long Biên, Long Biên, Hà Nội",53,5,10,,,5,5,5,Have certificate,,6.9
"Đường Trần Quý Cáp, Phường Mỹ Đông, Phan Rang - Tháp Chàm, Ninh Thuận",100,7,4,Tây,Tây,,1,2,Have certificate,Basic,1.1
"Đường Số 1, Phường 16, Gò Vấp, Hồ Chí Minh",42,3.5,3.5,Đông - Nam,,2,3,3,Have certificate,Full,4.95
"Đường Bình Minh, Xã Bình Minh, Thanh Oai, Hà Nội",40.2,3,,,,4,4,3,Have certificate,Full,2.85
"Phường Kiến Hưng, Hà Đông, Hà Nội",46.8,,,,,,4,,Have certificate,,4.45
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",33,4.5,,,,5,3,4,Have certificate,Basic,5.26
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",57,,,,,4,4,4,Have certificate,,6.6
"Đường Tân An, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",66.3,,,,,,,,Have certificate,,3.3
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",65,,,,,,2,1,Have certificate,,2.2
"Đường Số 21, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",126,6,7,,,,,,Have certificate,,6.8
"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",40,,3,,,5,4,,Have certificate,,4.75
"Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",38,,,,,2,2,2,Have certificate,,3.5
"Phường Bình Chuẩn, Thuận An, Bình Dương",84,6.45,7,Tây - Bắc,Tây - Bắc,1,3,2,Have certificate,Basic,2.08
"265, Đường Hà Huy Tập, Phường Hòa Khê, Thanh Khê, Đà Nẵng",63,5,10.5,,,1,2,1,Have certificate,,7.9
"Đường Hoàng Hoa Thám, Phường Liễu Giai, Ba Đình, Hà Nội",36,,,,,3,3,3,Have certificate,,4.3
"Đường Dương Thị Xuân Quý, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng.",98,4,10.5,,,1,2,2,Have certificate,Basic,5.5
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",28,3,,,,5,3,4,Have certificate,,5.4
"Đường Đông Thiên, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",45,,,,,3,3,3,Sale contract,,3
"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",60,,,,,2,3,2,Have certificate,Basic,8.6
"Phường Nhân Chính, Thanh Xuân, Hà Nội",38,,,,,5,9,,Have certificate,,7.9
"Đường Tân Khai, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",32,,,,,2,2,2,Sale contract,,1.6
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30,3.8,,,,5,4,4,Have certificate,,7.2
"Đường Phan Kế Bính, Phường Cống Vị, Ba Đình, Hà Nội",34,4.5,,,,2,2,1,Have certificate,,4.2
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",60,4,4,,,3,4,3,,,4.99
"Đường Trần Thị Báo, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",42,4.05,4,,,2,2,1,Have certificate,,3.65
"KĐT Lê Hồng Phong II, Đường Lê Hồng Phong, Phường Phước Hải, Nha Trang, Khánh Hòa",101,,12,Đông - Nam,,3,3,4,Sale contract,,7.5
"Đường Hương lộ 2, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",105,4,6,,,4,6,4,Have certificate,,7.6
"Đường Lạc Long Quân, Phường 8, Tân Bình, Hồ Chí Minh",15,3,,,,2,2,2,Have certificate,Basic,1.59
"Đường Số 18B, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",75,5,8,,,3,4,3,Have certificate,Full,6.3
"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",45,4,4,,,2,2,2,Have certificate,,3.65
"Thôn Thái Lai, Xã Tân Phong, Kiến Thụy, Hải Phòng",450,16.6,9,Nam,,,,,Have certificate,,1.99
"Đường Lê Sát, Phường Tân Quý, Tân Phú, Hồ Chí Minh",60,3.4,10,,,4,5,6,Have certificate,Basic,7.28
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",38,,,,,1,2,1,Have certificate,,4.3
"KĐT Lê Hồng Phong II, Đường Lê Hồng Phong, Phường Phước Hải, Nha Trang, Khánh Hòa",101.25,4.5,13,Đông - Nam,Đông - Nam,3,3,4,Sale contract,Full,7.5
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",33,,,,,5,3,3,Have certificate,Full,4.45
"Đường 2, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",60,4.3,5,,,2,2,2,Have certificate,Basic,5.45
"Đường Số 51, Phường 14, Gò Vấp, Hồ Chí Minh",42,,4,Tây - Bắc,,2,2,2,,,4.55
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",112,5.5,5,,,1,6,6,Have certificate,,8.5
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",60,4,8,,,4,4,5,Have certificate,Full,5.95
"Hẻm 882, Đường Võ Văn Kiệt, Phường 5, Quận 5, Hồ Chí Minh",21,3.2,,,,3,2,3,Have certificate,,4.7
"Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",34,,,,,5,3,4,Have certificate,Full,5.65
"Đường Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, Hồ Chí Minh",77.4,,,,,2,3,2,Have certificate,,7.85
"Đường Chùa Võ, Phường Dương Nội, Hà Đông, Hà Nội",30,4,,,,,,,Have certificate,,5.5
"Đường 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",76,4,10,,,3,4,3,Have certificate,Basic,7.9
"Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",56.7,4.3,4,,,4,4,4,Have certificate,Full,9.9
"Đường Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh, Hồ Chí Minh",85.4,,6,Bắc,,3,6,6,Have certificate,Full,8.5
"Đường Láng, Phường Thịnh Quang, Đống Đa, Hà Nội",60,3.8,,,,4,4,,Have certificate,,7.2
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",51,4.8,8,,,3,3,3,Have certificate,Basic,6.2
"Dự án Lakeside Palace, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",120,,15,,,3,4,3,,,5.1
"Phường Ngọc Thụy, Quận Long Biên, Hà Nội",34,3.5,,,,5,4,3,,,4.7
"Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",35,,,,,5,3,,Have certificate,Full,4.85
"Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội",35,5.3,2,Nam,Nam,5,3,4,Have certificate,Full,3.6
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",77,5,4,,,1,2,1,Have certificate,,7.2
"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",52,6.5,8,,,4,5,6,Have certificate,Basic,5.5
"Đường Bùi Văn Ngữ, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",75.5,4,7,Tây - Nam,Tây - Nam,2,3,2,Have certificate,,4.7
"Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",49,4.5,4,,,3,3,3,Have certificate,,2.6
"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",38,,8,,,7,9,9,Have certificate,Basic,9.5
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",35.6,,,,,4,5,4,,,9.5
"Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",58.8,4.8,5,Bắc,Bắc,3,4,4,Have certificate,,5.1
"Đường Quốc lộ 6, Phường Biên Giang, Hà Đông, Hà Nội",35,,,,,3,3,,Have certificate,Full,1.85
"Đường Quốc lộ 21B, Phường Phú Lãm, Hà Đông, Hà Nội",35,,3,,,4,3,3,Have certificate,Full,2.5
"129/1M14, Đường Lạc Long Quân, Phường 1, Quận 11, Hồ Chí Minh",40.3,4.5,4,Nam,Nam,2,2,2,Have certificate,Basic,4.35
"Dự án VCN - Phước Long, Phường Phước Hải, Nha Trang, Khánh Hòa",60,6,,Tây - Bắc,,3,4,,Have certificate,Full,5.5
"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",33,,,,,3,,,Have certificate,,3.3
"Hẻm 27, Đường Lê Hồng Phong, Phường 4, Đà Lạt, Lâm Đồng",120,8,4,,,2,1,1,Have certificate,Full,6.8
"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội",41,5,,Tây - Nam,,5,4,,Have certificate,Full,6.7
"Đường Trần Thị Cờ, Phường Thới An, Quận 12, Hồ Chí Minh",113,,,,,,,,,,7.9
"Hẻm xe hơi 435/18/12, Đường Lê Văn Thọ, Phường 9, Gò Vấp, Hồ Chí Minh",64,,,,,4,4,5,Have certificate,Basic,6.2
"Đường Phú Lộc, Phường 6, Tân Bình, Hồ Chí Minh",72,4.2,5,,,5,6,4,Have certificate,,8.9
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",40,,,,,5,3,2,Have certificate,Full,6.3
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",40,,,,,5,3,4,Have certificate,Full,6.3
"Đường Hoàng Như Tiếp, Phường Bồ Đề, Long Biên, Hà Nội",42,,,,,5,3,4,Have certificate,Full,5.78
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",35,,,,,,,,,,4.85
"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",32,4.3,3,,,5,3,4,Have certificate,Full,4.9
"Đường Huỳnh Tấn Phát, Phường Thạch Bàn, Long Biên, Hà Nội",50,,4.5,,,6,3,4,Have certificate,Full,8.9
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",38.7,3.5,2.8,,,4,4,3,Have certificate,Full,6.15
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",53,4,2.5,,,5,4,3,Have certificate,Full,7.6
"Đường Đại Cát, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",32,,,,,5,4,,Have certificate,Basic,3.5
"Đường 3/2, Phường 10, Quận 10, Hồ Chí Minh",33,,,,,3,3,2,Have certificate,Basic,3.6
"Đường DX 094, Phường Hiệp An, Thủ Dầu Một, Bình Dương",92.6,,,,,,,,Have certificate,,2.5
"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",31,3.5,3,,,5,3,4,Have certificate,Basic,4.5
"Hẻm 958/13, Đường Lạc Long Quân, Phường 8, Tân Bình, Hồ Chí Minh",52,4,4,,,4,5,6,Have certificate,,8.5
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",55,4,,Tây - Nam,,5,4,,Have certificate,Full,9.5
"Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",34,,4,Tây - Bắc,,2,2,2,Have certificate,Full,2.78
"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",33,3.3,,,,5,3,,Have certificate,,7.5
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",37,4.5,1.8,Tây - Nam,,5,3,4,Have certificate,Full,5.5
"Đường Đông Mỹ, Xã Liên Ninh, Thanh Trì, Hà Nội",40,,6,,,4,4,3,Have certificate,Basic,3.45
"Phường Thạch Bàn, Long Biên, Hà Nội",35,4,3.5,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Full,4.5
"Phường 14, Gò Vấp, Hồ Chí Minh",55,,6,,,,1,,,,5.4
"Đường 11, Phường Phước Bình, Quận 9, Hồ Chí Minh",87,4,14,Bắc,,,,,Have certificate,,7.85
"Đường Nguyễn Văn Luông, Phường 11, Quận 6, Hồ Chí Minh",45,4,3.5,Tây - Bắc,,2,2,2,Have certificate,,4.59
"Đường Núi Thành, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",53,5,4,,,3,2,2,Have certificate,,3.6
"Đường Lý Thánh Tông, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",53,4,4,Đông - Bắc,,5,6,4,,,5.9
"Đường Huỳnh Khương An, Phường 4, Gò Vấp, Hồ Chí Minh",39,,,Đông - Nam,,3,,,Have certificate,,3.55
"Đường 7, Phường Phước Bình, Quận 9, Hồ Chí Minh",87,4,14,Bắc,,,,,,,9.5
"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",72,4.9,6,Bắc,,2,3,3,Have certificate,,5.8
"Ngõ 21, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",44,,3,,,6,4,4,Have certificate,Full,7
"Đường Số 5, Phường Phước Bình, Quận 9, Hồ Chí Minh",90,4,14,Bắc,,3,3,3,Have certificate,,9
"Ngõ 206, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",43,,,,,,,,Have certificate,Full,8.6
"Đường Số 2, Phường 3, Gò Vấp, Hồ Chí Minh",58.8,,3,,,4,6,7,Have certificate,,7.5
"Đường Huỳnh Khương An, Phường 5, Gò Vấp, Hồ Chí Minh",35,,,,,3,3,,Have certificate,,5.5
"Đường Quang Trung, Phường 12, Gò Vấp, Hồ Chí Minh",49,,,,,4,4,5,Have certificate,Full,6.5
"Đường Số 1, Phường 16, Gò Vấp, Hồ Chí Minh",80,,,Đông - Nam,,5,5,6,Have certificate,,9.4
"Đường Quang Trung, Phường 14, Gò Vấp, Hồ Chí Minh",90.3,,3,,,2,2,,Have certificate,,6.79
"Đường Số 19, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",85,4.5,6,,,5,6,6,Have certificate,,8
"Đường 1, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",148,,,,,3,4,4,Have certificate,,9.5
"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",65,5.8,,,,4,7,6,Have certificate,Basic,6.65
"Đường Lê Văn Thọ, Phường 14, Gò Vấp, Hồ Chí Minh",40,,,,,4,3,4,Have certificate,,5.8
"Đường Số 51, Phường 14, Gò Vấp, Hồ Chí Minh",60,,,,,5,5,7,Have certificate,,7.3
"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",30.5,3.5,5,,,2,2,2,Have certificate,Full,1.65
"Đường Tân Xuân 3, Xã Tân Xuân, Hóc Môn, Hồ Chí Minh",124,4,,,,2,4,2,Have certificate,,6.1
"Đường Đàm Quang Trung, Phường Phúc Đồng, Long Biên, Hà Nội",50,3.7,9,,,4,4,4,Have certificate,Full,7.5
"Đường Huỳnh Thị Mài, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",419,5,5,,,1,3,1,Have certificate,,7.5
"Đường Bùi Văn Ngữ, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",71,3.5,2.5,,,,4,,Have certificate,,2.9
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",50,4,3,,,3,4,4,Have certificate,Full,5
"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",84.9,7,6,,,,,,Have certificate,,6.6
"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",72,6,3,,,1,2,1,,Full,2.88
"Ngõ 83, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",55,4,5,Bắc,Nam,5,4,4,Have certificate,Basic,9.5
"Đường Lạc Long Quân, Phường 10, Quận 11, Hồ Chí Minh",45,4,7,Đông - Nam,,5,4,4,Have certificate,Full,9.3
"Đường  Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",34,3,6,,,3,2,3,Have certificate,,3.6
"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",84,6,3,,,1,2,1,Have certificate,,3.4
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",56,4,4,,,1,2,1,Have certificate,,2.9
"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",30.45,3.5,6,,,2,2,2,Have certificate,,1.55
